postcode,huisnummer,huisletter,toevoeging,adres,gemeente,omschrijving,bron_url
2514AL,103,,,"Koninginnegracht 103, 2514AL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 103,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-103
2585GK,36,,,"Surinamestraat 36, 2585GK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 36,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-36
2514AK,92,,,"Koninginnegracht 92, 2514AK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 92,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-92
2513AS,32,,,"Hoogstraat 32, 2513AS 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Hoogstraat 32,http://www.monumentenzorgdenhaag.nl/monumenten/hoogstraat-32
2511AR,37,A,,"Venestraat 37A, 2511AR 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Venestraat 35-37,http://www.monumentenzorgdenhaag.nl/monumenten/venestraat-35-en-37
2514AJ,82,,,"Koninginnegracht 82, 2514AJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 82,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-82
2585GH,35,,,"Surinamestraat 35, 2585GH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 35,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-35
2511AX,18,A,,"Schoolstraat 18A, 2511AX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Schoolstraat 18/18a,http://www.monumentenzorgdenhaag.nl/monumenten/schoolstraat-18-en-18a
2514JS,2,B,,"Nassaulaan 2B, 2514JS 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassaulaan 2a,http://www.monumentenzorgdenhaag.nl/monumenten/nassaulaan-1-tm-2b
2518AB,44,,,"Zeestraat 44, 2518AB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Zeestraat 44,http://www.monumentenzorgdenhaag.nl/monumenten/zeestraat-44
2511BC,43,,,"Spuistraat 43, 2511BC 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Spuistraat 43,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-43
2512BG,28,,,"Stille Veerkade 28, 2512BG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Stille Veerkade 28,http://www.monumentenzorgdenhaag.nl/monumenten/stille-veerkade-28
2582LW,92,,,"Prins Mauritslaan 92, 2582LW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Prins Mauritslaan 92,http://www.monumentenzorgdenhaag.nl/monumenten/prins-mauritslaan-92
2518VM,147,,,"Tasmanstraat 147, 2518VM 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Tasmanstraat 145-147,http://www.monumentenzorgdenhaag.nl/monumenten/tasmanstraat-145-tm-147
2513AS,34,,,"Hoogstraat 34, 2513AS 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Hoogstraat 34,http://www.monumentenzorgdenhaag.nl/monumenten/hoogstraat-34
2514GP,136,A,,"Noordeinde 136A, 2514GP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Noordeinde 136/136a,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-136-en-136a
2511BC,13,,,"Spuistraat 13, 2511BC 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Spuistraat 13,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-13-en-15
2514AK,91,,,"Koninginnegracht 91, 2514AK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 91/91A,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-91-en-91a
2514AM,142,,,"Koninginnegracht 142, 2514AM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 142,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-142
2511BD,8,,,"Spuistraat 8, 2511BD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 8,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-8
2582LW,94,,,"Prins Mauritslaan 94, 2582LW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Prins Mauritslaan 94,http://www.monumentenzorgdenhaag.nl/monumenten/prins-mauritslaan-94
2511BB,26,,,"Vlamingstraat 26, 2511BB 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 26,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-26
2582GB,23,,,"Statenlaan 23, 2582GB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 23,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-23
2514GD,75,,,"Noordeinde 75, 2514GD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 75,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-75
2513AT,8,,,"Annastraat 8, 2513AT 's-Gravenhage",'s-Gravenhage,plaatsing op de gemeentelijke monumentenlijst van het monument Annastraat 8 en 12/12a (12a bestaat niet meer),
2585JB,1,,,"Kerkhoflaan 1, 2585JB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Kerkhoflaan 1,http://www.monumentenzorgdenhaag.nl/monumenten/kerkhoflaan-1
2585GJ,10,,,"Surinamestraat 10, 2585GJ 's-Gravenhage",'s-Gravenhage,"Plaatsing in het gemeentelijke monumentenregister:Surinamestrraat 10, 10a en 10b",http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-10-tm-10b
2514AM,143,,,"Koninginnegracht 143, 2514AM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 143,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-143
2585ED,36,,,"Nassauplein 36, 2585ED 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 36,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-36
2514AM,135,,,"Koninginnegracht 135, 2514AM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 135,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-135
2586BB,27,B,,"Gevers Deynootweg 27B, 2586BB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Gevers Deynootweg 27-27a-27b,http://www.monumentenzorgdenhaag.nl/monumenten/gevers-deynootweg-27-tm-27b
2511AW,31,,,"Schoolstraat 31, 2511AW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Schoolstraat 31,http://www.monumentenzorgdenhaag.nl/monumenten/schoolstraat-31
2511CD,12,A,,"Korte Houtstraat 12A, 2511CD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Korte Houtstraat 12/12a,http://www.monumentenzorgdenhaag.nl/monumenten/korte-houtstraat-12-en-12a
2514AG,67,,,"Koninginnegracht 67, 2514AG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 67,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-67
2512AB,15,G,,"Bierkade 15G, 2512AB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Bierkade 14g en 15g,http://www.monumentenzorgdenhaag.nl/monumenten/bierkade-14g-en-15g
2513AP,41,,,"Hoogstraat 41, 2513AP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Hoogstraat 41,http://www.monumentenzorgdenhaag.nl/monumenten/hoogstraat-41
2514HX,2,A,,"Nieuwe Schoolstraat 2A, 2514HX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schoolstraat 2A,http://www.monumentenzorgdenhaag.nl/monumenten/nieuwe-schoolstraat-2a
2582GB,27,,,"Statenlaan 27, 2582GB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 27,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-27
2512CN,139,,,"Boekhorststraat 139, 2512CN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Boekhorststraat 139,http://www.monumentenzorgdenhaag.nl/monumenten/boekhorststraat-139
2512BG,36,,,"Stille Veerkade 36, 2512BG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Stille Veerkade 36,http://www.monumentenzorgdenhaag.nl/monumenten/stille-veerkade-36
2586EA,14,,,"Seinpostduin 14, 2586EA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Seinpostduin 12/12a,http://www.monumentenzorgdenhaag.nl/monumenten/seinpostduin-12-12a-13-en-14
2512AW,177,A,,"Wagenstraat 177A, 2512AW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Wagenstraat 177/177A,http://www.monumentenzorgdenhaag.nl/monumenten/wagenstraat-177-en-177a
2585HJ,9,,,"Prinsevinkenpark 9, 2585HJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Prinsevinkenpark 9,http://www.monumentenzorgdenhaag.nl/monumenten/prinsevinkenpark-9
2514HN,92,,,"Willemstraat 92, 2514HN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Willemstraat 92,http://www.monumentenzorgdenhaag.nl/monumenten/willemstraat-92
2512BG,30,A,,"Stille Veerkade 30A, 2512BG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Stille Veerkade 30/30a,http://www.monumentenzorgdenhaag.nl/monumenten/stille-veerkade-30-en-30a
2585GJ,14,,,"Surinamestraat 14, 2585GJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 14,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-14
2512BG,26,A,,"Stille Veerkade 26A, 2512BG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Stille Veerkade 26,http://www.monumentenzorgdenhaag.nl/monumenten/stille-veerkade-26
2514AK,89,,,"Koninginnegracht 89, 2514AK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 89,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-89
2515LR,122,,,"Groenewegje 122, 2515LR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Groenewegje 121/122,http://www.monumentenzorgdenhaag.nl/monumenten/groenewegje-121-en-122
2572TN,51,A,,"Schalk Burgerstraat 51A, 2572TN 's-Gravenhage",'s-Gravenhage,Plaatsing in het monumentenregister: Schalk Burgerstraat 383 / Vrijstaathof 50,http://www.monumentenzorgdenhaag.nl/monumenten/schalk-burgerstraat-383-vrijstaathof-50
2514GP,150,A,,"Noordeinde 150A, 2514GP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 150/150a,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-150-en-150a
2511AZ,21,,,"Vlamingstraat 21, 2511AZ 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 21,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-21
2512AH,35,A,,"Amsterdamse Veerkade 35A, 2512AH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Amsterdamse Veerkade 35/35A,http://www.monumentenzorgdenhaag.nl/monumenten/amsterdamse-veerkade-35-en-35a
2518EV,5,A,,"Van Speijkstraat 5A, 2518EV 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:van Speijkstraat 5,
2511BD,10,,,"Spuistraat 10, 2511BD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 10,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-10
2585GH,43,,,"Surinamestraat 43, 2585GH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 43,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-43
2514AK,97,,,"Koninginnegracht 97, 2514AK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 97,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-97
2585EB,15,,,"Nassauplein 15, 2585EB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 15,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-15
2514HX,6,,,"Nieuwe Schoolstraat 6, 2514HX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schoolstraat 6,http://www.monumentenzorgdenhaag.nl/monumenten/nieuwe-schoolstraat-6-en-6a
2512EP,19,,,"Brouwersgracht 19, 2512EP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Brouwersgracht 19/19A,http://www.monumentenzorgdenhaag.nl/monumenten/brouwersgracht-19-en-19a
2585GJ,16,,,"Surinamestraat 16, 2585GJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 16,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-16
2585GK,30,,,"Surinamestraat 30, 2585GK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 30,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-30
2512BD,28,,,"Dunne Bierkade 28, 2512BD 's-Gravenhage",'s-Gravenhage,"Plaatsing op de gemeentelijke monumentenlijst, Dunne Bierkade 28",http://www.monumentenzorgdenhaag.nl/monumenten/dunne-bierkade-28
2518AB,38,,,"Zeestraat 38, 2518AB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Zeestraat 38,http://www.monumentenzorgdenhaag.nl/monumenten/zeestraat-38
2512GB,60,A,,"Prinsegracht 60A, 2512GB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Prinsegracht 60/60a,http://www.monumentenzorgdenhaag.nl/monumenten/prinsegracht-60-en-60a
2511BC,11,,,"Spuistraat 11, 2511BC 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Spuistraat 11,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-11
2514AD,38,,,"Koninginnegracht 38, 2514AD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 38,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-38
2512GC,86,D,,"Prinsegracht 86D, 2512GC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Prinsegracht 86,http://www.monumentenzorgdenhaag.nl/monumenten/prinsegracht-86-tm-86d
2585HJ,8,,,"Prinsevinkenpark 8, 2585HJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Prinsevinkenpark 8,http://www.monumentenzorgdenhaag.nl/monumenten/prinsevinkenpark-8
2512BK,24,,,"Nieuwe Molstraat 24, 2512BK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nieuwe Molstraat 24,http://www.monumentenzorgdenhaag.nl/monumenten/nieuwe-molstraat-24
2511AR,17,,,"Venestraat 17, 2511AR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Venestraat 17,http://www.monumentenzorgdenhaag.nl/monumenten/venestraat-17
2586EA,14,,,"Seinpostduin 14, 2586EA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Seinpostduin 13,http://www.monumentenzorgdenhaag.nl/monumenten/seinpostduin-12-12a-13-en-14
2512BE,43,,,"Stille Veerkade 43, 2512BE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Paviljoensgracht 46-54/Stille Veerkade 39-43,http://www.monumentenzorgdenhaag.nl/monumenten/paviljoensgracht-46-tm-54-stille-veerkade-39-tm-43
2518EV,1,,,"Van Speijkstraat 1-1, 2518EV 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:van Speijkstraat 1,http://www.monumentenzorgdenhaag.nl/monumenten/van-speijkstraat-1
2518AB,50,,,"Zeestraat 50, 2518AB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Zeestraat 50,http://www.monumentenzorgdenhaag.nl/monumenten/zeestraat-50
2514AM,141,,,"Koninginnegracht 141, 2514AM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 141,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-141
2514JK,20,,,"Parkstraat 20, 2514JK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Parkstraat 20,http://www.monumentenzorgdenhaag.nl/monumenten/parkstraat-20
2512CM,95,,,"Boekhorststraat 95, 2512CM 's-Gravenhage",'s-Gravenhage,"Plaatsing in de gemeentelijke monumentenregister:Boekhorststraat 93, 95",http://www.monumentenzorgdenhaag.nl/monumenten/boekhorststraat-93-en-95
2554GA,114,,,"Meer en Boslaan 114, 2554GA 's-Gravenhage",'s-Gravenhage,Definitieve plaatsing monumentenregister Meer en Boslaan 114 Den Haag (Oosterijkse woning),http://www.monumentenzorgdenhaag.nl/monumenten/meer-en-boslaan-112-en-114
2572PD,8,,,"Viljoenstraat 8, 2572PD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Plaatsing in het gemeentelijk monumentenregister:Viljoenstraat 8.,http://www.monumentenzorgdenhaag.nl/monumenten/viljoenstraat-8
2492ZA,204,,,"Veenweg 204, 2492ZA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Veenweg 204,http://www.monumentenzorgdenhaag.nl/monumenten/veenweg-204
2517JZ,30,,,"Catsheuvel 30, 2517JZ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Catsheuvel 30,http://www.monumentenzorgdenhaag.nl/monumenten/catsheuvel-30
2512BR,84,D,,"Paviljoensgracht 84D, 2512BR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Paviljoensgracht 84,http://www.monumentenzorgdenhaag.nl/monumenten/paviljoensgracht-84a-tm-84d
2514AH,78,,,"Koninginnegracht 78, 2514AH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 78,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-78
2512GD,126,,,"Prinsegracht 126, 2512GD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Prinsegracht 126,http://www.monumentenzorgdenhaag.nl/monumenten/prinsegracht-126
2514GD,85,,,"Noordeinde 85, 2514GD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 85(=Oranjestraat 2),http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-85
2554EW,167,,,"Scheveningselaan 167, 2554EW 's-Gravenhage",'s-Gravenhage,Definitieve plaatsing monumentenregister Scheveningselaan 155 Den Haag (Oosterijkse woning),http://www.monumentenzorgdenhaag.nl/monumenten/scheveningselaan-155-tm-167
2511VB,49,,,"Casuariestraat 49, 2511VB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Casuariestraat 43-49,http://www.monumentenzorgdenhaag.nl/monumenten/casuariestraat-43-tm-49
2512EB,13,,,"Lange Beestenmarkt 13, 2512EB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Lange Beestenmarkt 11/13,http://www.monumentenzorgdenhaag.nl/monumenten/lange-beestenmarkt-11-en-13
2514EJ,94,,,"Lange Voorhout 94, 2514EJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Lange Voorhout 94,http://www.monumentenzorgdenhaag.nl/monumenten/lange-voorhout-94
2586EG,28,,,"Seinpostduin 28, 2586EG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Seinpostduin 27/28,http://www.monumentenzorgdenhaag.nl/monumenten/seinpostduin-27-en-28
2586EA,1,,,"Seinpostduin 1, 2586EA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Seinpostduin 1,http://www.monumentenzorgdenhaag.nl/monumenten/seinpostduin-1
2585GJ,20,,,"Surinamestraat 20, 2585GJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 20,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-20
2585ED,72,,,"Nassauplein 72, 2585ED 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Javastraat 72/Nassauplein 62 t/m 76,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-62-tm-76-javastraat-72
2514JK,38,,,"Parkstraat 38, 2514JK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Parkstraat 38,http://www.monumentenzorgdenhaag.nl/monumenten/parkstraat-38
2587SK,281,,,"Harstenhoekweg 281, 2587SK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Harstenhoekweg 281,http://www.monumentenzorgdenhaag.nl/monumenten/harstenhoekweg-281
2512GB,58,,,"Prinsegracht 58, 2512GB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Prinsegracht 58,http://www.monumentenzorgdenhaag.nl/monumenten/prinsegracht-58
2585GK,44,,,"Surinamestraat 44, 2585GK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 44,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-44
2593BV,70,,,"Laan van Nieuw-Oost-Indië 70, 2593BV 's-Gravenhage",'s-Gravenhage,"definitieve inschrijving in het monumentenregister van Laan van Nieuw-Oost-Indië 56, 58, 60, 64, 66, 68 en 70",http://www.monumentenzorgdenhaag.nl/monumenten/laan-van-nieuw-oost-indi%C3%AB-56-108c
2585JB,5,,,"Kerkhoflaan 5, 2585JB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Kerkhoflaan 5,http://www.monumentenzorgdenhaag.nl/monumenten/kerkhoflaan-5
2585GG,9,,,"Surinamestraat 9, 2585GG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 9,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-9
2518ES,15,,,"Van de Spiegelstraat 15, 2518ES 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Van de Spiegelstraat 15,http://www.monumentenzorgdenhaag.nl/monumenten/van-de-spiegelstraat-15
2585GH,45,,,"Surinamestraat 45, 2585GH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 45,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-45
2511AL,1,B,,"Kettingstraat 1B, 2511AL 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Venestraat 26-28/Kettingstraat 1B,
2586AC,58,,,"Zeekant 58, 2586AC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Zeekant 58,http://www.monumentenzorgdenhaag.nl/monumenten/zeekant-58
2517EG,32,,,"Groot Hertoginnelaan 32, 2517EG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Groot Hertoginnelaan 32,http://www.monumentenzorgdenhaag.nl/monumenten/groot-hertoginnelaan-32
2596CH,20,,,"Wassenaarseweg 20, 2596CH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Wassenaarseweg 20,http://www.monumentenzorgdenhaag.nl/monumenten/wassenaarseweg-20
2514HX,10,,,"Nieuwe Schoolstraat 10, 2514HX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schoolstraat 10,http://www.monumentenzorgdenhaag.nl/monumenten/nieuwe-schoolstraat-10
2514AD,41,,,"Koninginnegracht 41, 2514AD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 41,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-41
2585GK,34,,,"Surinamestraat 34, 2585GK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 34,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-34
2511CV,9,,,"Lange Houtstraat 9, 2511CV 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Lange Houtstraat 9/Casuariestraat 2,http://www.monumentenzorgdenhaag.nl/monumenten/lange-houtstraat-9
2513AN,9,A,,"Hoogstraat 9A, 2513AN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Hoogstraat 9/9a,http://www.monumentenzorgdenhaag.nl/monumenten/hoogstraat-9-en-9a
2514GK,64,G,,"Noordeinde 64G, 2514GK 's-Gravenhage",'s-Gravenhage,"Plaatsing in het gemeentelijke monumentenregister:Noordeinde 64c,d,e,f,g",http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-64c-tm-64g
2514GC,37,,,"Noordeinde 37, 2514GC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 37,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-37
2585GG,15,,,"Surinamestraat 15, 2585GG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 15,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-15
2554EP,63,,,"Katwijkselaan 63, 2554EP 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van de Katwijkselaan 63,http://www.monumentenzorgdenhaag.nl/monumenten/katwijkselaan-63-en-65
2586EA,3,,,"Seinpostduin 3, 2586EA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Seinpostduin 2 en 3,http://www.monumentenzorgdenhaag.nl/monumenten/seinpostduin-2-en-3
2554EW,167,,,"Scheveningselaan 167, 2554EW 's-Gravenhage",'s-Gravenhage,Definitieve plaatsing monumentenregister Scheveningselaan 159 Den Haag (Oosterijkse woning),http://www.monumentenzorgdenhaag.nl/monumenten/scheveningselaan-155-tm-167
2495AH,8,,,"Jan Thijssenweg 8, 2495AH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Jan Thijssenweg 8,http://www.monumentenzorgdenhaag.nl/monumenten/jan-thijssenweg-8
