postcode,huisnummer,huisletter,toevoeging,adres,gemeente,omschrijving,bron_url
2514HW,103,,,"Nieuwe Schoolstraat 103, 2514HW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Nieuwe Schoolstraat 103,http://www.monumentenzorgdenhaag.nl/monumenten/nieuwe-schoolstraat-97-tm-103
2514AM,140,,,"Koninginnegracht 140, 2514AM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 140,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-140
2585EG,37,,,"Bankastraat 37, 2585EG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 37,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-96
2586RN,169,,,"Korendijkstraat 169, 2586RN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Korendijkstraat 147 t/m 169,http://www.monumentenzorgdenhaag.nl/monumenten/korendijkstraat-147-tm-169
2511AJ,2,A,,"Achterom 2A, 2511AJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Achterom 23 (voorheen 38),http://www.monumentenzorgdenhaag.nl/monumenten/achterom-23-0
2563HB,211,,,"Valkenboskade 211, 2563HB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Valkenboskade 209-211,http://www.monumentenzorgdenhaag.nl/monumenten/valkenboskade-209-en-211
2586EM,9,,,"Badhuiskade 9, 2586EM 's-Gravenhage",'s-Gravenhage,definitieve plaatsing op de gemeentelijke monumentenlijst van Badhuiskade 9,http://www.monumentenzorgdenhaag.nl/monumenten/badhuiskade-9
2582GA,7,,,"Statenlaan 7, 2582GA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 7,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-7
2582GB,31,,,"Statenlaan 31, 2582GB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 31,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-31
2595HR,42,,,"Johan van Hoornstraat 42, 2595HR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Johan van Hoornstraat 40-42-44 (muurreclame aan de zijkant),http://www.monumentenzorgdenhaag.nl/monumenten/johan-van-hoornstraat-40-tm-42
2514AL,119,B,,"Koninginnegracht 119B, 2514AL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 119/119A/119B,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-119-tm-119b
2586BL,2,A,,"Gevers Deynootweg 2A, 2586BL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Gevers Deynootweg 35/ Maaswijkstraat 2,http://www.monumentenzorgdenhaag.nl/monumenten/gevers-deynootweg-35-maaswijkstraat-2
2585EG,33,,,"Bankastraat 33, 2585EG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 33,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-94
2511EE,42,B,,"Korte Poten 42B, 2511EE 's-Gravenhage",'s-Gravenhage,"plaatsing in het gemeentelijk monumentenregister van Korte Poten 42,42a en 42b",http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-42-42a-42b
2514LL,42,,,"Frederikstraat 42, 2514LL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Frederikstraat 42,http://www.monumentenzorgdenhaag.nl/monumenten/frederikstraat-42
2513BH,11,A,,"Molenstraat 11A, 2513BH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Molenstraat 11/11A,http://www.monumentenzorgdenhaag.nl/monumenten/molenstraat-11-en-11a
2511BB,6,,,"Vlamingstraat 6, 2511BB 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 6,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-6
2584XK,30,,,"Willem Beukelszoonplein 30, 2584XK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Willem Beukelszoonplein 8 t/m 30,http://www.monumentenzorgdenhaag.nl/monumenten/willem-beukelszoonplein-8-tm-30
2515LR,116,,,"Groenewegje 116, 2515LR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Groenewegje 116/117,http://www.monumentenzorgdenhaag.nl/monumenten/groenewegje-116-en-117
2585EE,9,,,"Bankastraat 9, 2585EE 's-Gravenhage",'s-Gravenhage,Plaatsing op de gemeentelijke monumentenlijst van Bankastraat 9,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-82
2511BA,33,,,"Vlamingstraat 33, 2511BA 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van de Vlamingstraat 31-33,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-31-en-33
2511BA,45,,,"Vlamingstraat 45, 2511BA 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 45,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-45
2584XK,30,,,"Willem Beukelszoonplein 30, 2584XK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Willem Beukelszoonplein 8 t/m 30,http://www.monumentenzorgdenhaag.nl/monumenten/willem-beukelszoonplein-8-tm-30
2586RN,169,,,"Korendijkstraat 169, 2586RN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Korendijkstraat 147 t/m 169,http://www.monumentenzorgdenhaag.nl/monumenten/korendijkstraat-147-tm-169
2514LL,48,,,"Frederikstraat 48, 2514LL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Frederikstraat 48,http://www.monumentenzorgdenhaag.nl/monumenten/frederikstraat-48
2512EP,39,,,"Brouwersgracht 39, 2512EP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Brouwersgracht 39,http://www.monumentenzorgdenhaag.nl/monumenten/brouwersgracht-39
2511AR,9,,,"Venestraat 9, 2511AR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Venestraat 9,http://www.monumentenzorgdenhaag.nl/monumenten/venestraat-9
2585EH,71,,,"Bankastraat 71, 2585EH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 71,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-112
2513BD,22,B,,"Nobelstraat 22B, 2513BD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nobelstraat 22/22a/22b,http://www.monumentenzorgdenhaag.nl/monumenten/nobelstraat-22-tm-22b
2585SR,98,,,"Malakkastraat 98, 2585SR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Malakkastraat 98,http://www.monumentenzorgdenhaag.nl/monumenten/malakkastraat-94-tm-100
2585JB,6,,,"Kerkhoflaan 6, 2585JB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Kerkhoflaan 6,http://www.monumentenzorgdenhaag.nl/monumenten/kerkhoflaan-6
2511BE,44,,,"Spuistraat 44, 2511BE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 44,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-44
2513BH,3,,,"Molenstraat 3, 2513BH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Molenstraat 3,http://www.monumentenzorgdenhaag.nl/monumenten/molenstraat-3
2511AW,9,,,"Schoolstraat 9, 2511AW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister van Schoolstraat 9,http://www.monumentenzorgdenhaag.nl/monumenten/schoolstraat-9-9a
2511CM,43,,,"Lange Poten 43, 2511CM 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Lange Poten 43,http://www.monumentenzorgdenhaag.nl/monumenten/lange-poten-43
2511BE,40,,,"Spuistraat 40, 2511BE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 40,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-40
2511BE,50,,,"Spuistraat 50, 2511BE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 50,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-50
2585EG,35,,,"Bankastraat 35, 2585EG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 35,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-95
2585EB,17,,,"Nassauplein 17, 2585EB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 17,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-17
2513AV,1,B,,"Papestraat 1B, 2513AV 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Papestraat 1B,http://www.monumentenzorgdenhaag.nl/monumenten/papestraat-1b
2514CM,178,,,"Denneweg 178, 2514CM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Denneweg 144 t/m 178,http://www.monumentenzorgdenhaag.nl/monumenten/denneweg-144-tm-176
2514HW,99,,,"Nieuwe Schoolstraat 99, 2514HW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Nieuwe Schoolstraat 99,http://www.monumentenzorgdenhaag.nl/monumenten/nieuwe-schoolstraat-97-tm-103
2514EL,40,,,"Hoge Nieuwstraat 40, 2514EL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Hoge Nieuwstraat 40,http://www.monumentenzorgdenhaag.nl/monumenten/hoge-nieuwstraat-40
2514GM,100,,,"Noordeinde 100, 2514GM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 100,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-100
2512BR,60,,,"Paviljoensgracht 60, 2512BR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Paviljoensgracht 60,http://www.monumentenzorgdenhaag.nl/monumenten/paviljoensgracht-60
2584XK,30,,,"Willem Beukelszoonplein 30, 2584XK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Willem Beukelszoonplein 8 t/m 30,http://www.monumentenzorgdenhaag.nl/monumenten/willem-beukelszoonplein-8-tm-30
2511ED,4,,,"Korte Poten 4, 2511ED 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister: Korte Poten 24/26,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-2426-apendans-4
2511EB,5,,,"Korte Poten 5, 2511EB 's-Gravenhage",'s-Gravenhage,definitieve inschrijving in het gemeentelijk monumentenregister van Korte Poten 5,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-5
2584XK,30,,,"Willem Beukelszoonplein 30, 2584XK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Willem Beukelszoonplein 8 t/m 30,http://www.monumentenzorgdenhaag.nl/monumenten/willem-beukelszoonplein-8-tm-30
2586RN,169,,,"Korendijkstraat 169, 2586RN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Korendijkstraat 147 t/m 169,http://www.monumentenzorgdenhaag.nl/monumenten/korendijkstraat-147-tm-169
2513CK,26,,,"Toussaintkade 26, 2513CK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Toussaintkade 25 en 26,http://www.monumentenzorgdenhaag.nl/monumenten/toussaintkade-25-en-26
2512BC,6,,,"Dunne Bierkade 6, 2512BC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Dunne Bierkade 6,http://www.monumentenzorgdenhaag.nl/monumenten/dunne-bierkade-6
2511EE,32,,,"Korte Poten 32, 2511EE 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Korte Poten 32,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-32
2584BJ,10,,,"Keizerstraat 10, 2584BJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Keizerstraat 10,http://www.monumentenzorgdenhaag.nl/monumenten/keizerstraat-10
2513BL,50,A,,"Molenstraat 50A, 2513BL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Molenstraat 50 en 50a,http://www.monumentenzorgdenhaag.nl/monumenten/molenstraat-50-en-50a
2582GB,21,,,"Statenlaan 21, 2582GB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 21,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-21
2585JB,9,,,"Kerkhoflaan 9, 2585JB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Kerkhoflaan 9,http://www.monumentenzorgdenhaag.nl/monumenten/kerkhoflaan-9
2585HK,11,,,"Prinsevinkenpark 11, 2585HK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Prinsevinkenpark 11,http://www.monumentenzorgdenhaag.nl/monumenten/prinsevinkenpark-11
2582GA,19,,,"Statenlaan 19, 2582GA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Statenlaan 19,http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-19
2585EG,53,,,"Bankastraat 53, 2585EG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 53,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-103
2511EE,28,C,,"Korte Poten 28C, 2511EE 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Korte Poten 28 t/m 28c,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-28-tm-28c
2511AZ,23,A,,"Vlamingstraat 23A, 2511AZ 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 23,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-23
2514AL,117,,,"Koninginnegracht 117, 2514AL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 117,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-117
2511CM,17,,,"Lange Poten 17, 2511CM 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Lange Poten 17,http://www.monumentenzorgdenhaag.nl/monumenten/lange-poten-17
2515LR,123,,,"Groenewegje 123, 2515LR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Groenewegje 123,http://www.monumentenzorgdenhaag.nl/monumenten/groenewegje-123
2512BG,48,,,"Stille Veerkade 48, 2512BG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Paviljoensgracht 56/58,http://www.monumentenzorgdenhaag.nl/monumenten/paviljoensgracht-5658-stille-veerkade-48
2511AR,43,,,"Venestraat 43, 2511AR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Venestraat 43,http://www.monumentenzorgdenhaag.nl/monumenten/venestraat-43
2511AR,7,,,"Venestraat 7, 2511AR 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Venestraat 7,http://www.monumentenzorgdenhaag.nl/monumenten/venestraat-7
2514AD,40,A,,"Koninginnegracht 40A, 2514AD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 107,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-107-delistraat-40
2511ED,20,A,,"Korte Poten 20A, 2511ED 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Korte Poten 20a,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-20a
2511BB,30,A,,"Vlamingstraat 30A, 2511BB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister Vlamingstraat 30-30a,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-30-en-30a
2584XK,30,,,"Willem Beukelszoonplein 30, 2584XK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Willem Beukelszoonplein 8 t/m 30,http://www.monumentenzorgdenhaag.nl/monumenten/willem-beukelszoonplein-8-tm-30
2514CM,178,,,"Denneweg 178, 2514CM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Denneweg 144 t/m 178,http://www.monumentenzorgdenhaag.nl/monumenten/denneweg-144-tm-176
2511AX,30,,,"Schoolstraat 30, 2511AX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister van Schoolstraat 30,http://www.monumentenzorgdenhaag.nl/monumenten/schoolstraat-30
2585EH,75,,,"Bankastraat 75, 2585EH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 75,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-114
2512BC,3,A,,"Dunne Bierkade 3A, 2512BC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Dunne Bierkade 3-3A,http://www.monumentenzorgdenhaag.nl/monumenten/dunne-bierkade-3-en-3a
2513BH,23,,,"Molenstraat 23, 2513BH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Molenstraat 23,http://www.monumentenzorgdenhaag.nl/monumenten/molenstraat-23
2562AH,303,,,"Beeklaan 303, 2562AH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Beeklaan 303,http://www.monumentenzorgdenhaag.nl/monumenten/beeklaan-303
2511BA,35,B,,"Vlamingstraat 35B, 2511BA 's-Gravenhage",'s-Gravenhage,plaatsing in het monumentenregister van de Vlamingstraat 35/35a/35b,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-35-tm-35b
2511BE,38,,,"Spuistraat 38, 2511BE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 38,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-38
2514CN,42,,,"Denneweg 42, 2514CN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Denneweg 40,http://www.monumentenzorgdenhaag.nl/monumenten/denneweg-34-tm-42
2511AZ,27,,,"Vlamingstraat 27, 2511AZ 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 27,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-27
2514GS,198,A,,"Noordeinde 198A, 2514GS 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 198/198A,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-198-en-198a
2513AP,39,,,"Hoogstraat 39, 2513AP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Hoogstraat 39,http://www.monumentenzorgdenhaag.nl/monumenten/hoogstraat-39
2586BL,8,,,"Gevers Deynootweg 8, 2586BL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Gevers Deynootweg 8,http://www.monumentenzorgdenhaag.nl/monumenten/gevers-deynootweg-6-en-8
2511ED,18,A,,"Korte Poten 18A, 2511ED 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Korte Poten 18-18a,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-18-18a
2513AW,8,,,"Papestraat 8, 2513AW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Papestraat 8,http://www.monumentenzorgdenhaag.nl/monumenten/papestraat-8
2514CM,178,,,"Denneweg 178, 2514CM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Denneweg 144 t/m 178,http://www.monumentenzorgdenhaag.nl/monumenten/denneweg-144-tm-176
2512ER,6,,,"Brouwersgracht 6, 2512ER 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Brouwersgracht 6,http://www.monumentenzorgdenhaag.nl/monumenten/brouwersgracht-6
2514CN,42,,,"Denneweg 42, 2514CN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Denneweg 34,http://www.monumentenzorgdenhaag.nl/monumenten/denneweg-34-tm-42
2513BJ,41,,,"Molenstraat 41, 2513BJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Molenstraat 41.,http://www.monumentenzorgdenhaag.nl/monumenten/molenstraat-41
2586RN,169,,,"Korendijkstraat 169, 2586RN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Korendijkstraat 147 t/m 169,http://www.monumentenzorgdenhaag.nl/monumenten/korendijkstraat-147-tm-169
2511BD,14,,,"Spuistraat 14, 2511BD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 14/14A,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-14-en-14a
2586RN,169,,,"Korendijkstraat 169, 2586RN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Korendijkstraat 147 t/m 169,http://www.monumentenzorgdenhaag.nl/monumenten/korendijkstraat-147-tm-169
2512EA,20,A,,"Herderinnestraat 20A, 2512EA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Herderinnestraat 20/20A,http://www.monumentenzorgdenhaag.nl/monumenten/herderinnestraat-20-en-20a
2518HX,132,,,"Prins Hendrikstraat 132, 2518HX 's-Gravenhage",'s-Gravenhage,definitieve plaatsing in het monumentenregister Prins Hendrikstraat 132,http://www.monumentenzorgdenhaag.nl/monumenten/prins-hendrikstraat-132
2585EG,45,,,"Bankastraat 45, 2585EG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 45,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-99
2512EA,6,,,"Herderinnestraat 6, 2512EA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Herderinestraat 6/6a,http://www.monumentenzorgdenhaag.nl/monumenten/herderinnestraat-6-en-6a
2514CN,42,,,"Denneweg 42, 2514CN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Denneweg 42,http://www.monumentenzorgdenhaag.nl/monumenten/denneweg-34-tm-42
2511BC,19,,,"Spuistraat 19, 2511BC 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Spuistraat 19,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-19
2511AX,32,,,"Schoolstraat 32, 2511AX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister van Schoolstraat 32,http://www.monumentenzorgdenhaag.nl/monumenten/schoolstraat-32
2514CM,178,,,"Denneweg 178, 2514CM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Denneweg 144 t/m 178,http://www.monumentenzorgdenhaag.nl/monumenten/denneweg-144-tm-176
2513BX,8,,,"Pieterstraat 8, 2513BX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Pieterstraat 8,http://www.monumentenzorgdenhaag.nl/monumenten/pieterstraat-8
2514AL,109,,,"Koninginnegracht 109, 2514AL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 109,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-109
2585EH,59,,,"Bankastraat 59, 2585EH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 59,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-106
2513CK,35,,,"Toussaintkade 35, 2513CK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Toussaintkade 35,http://www.monumentenzorgdenhaag.nl/monumenten/toussaintkade-35
2512EP,11,A,,"Brouwersgracht 11A, 2512EP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Brouwersgracht 41 / Buitenom 1,http://www.monumentenzorgdenhaag.nl/monumenten/brouwersgracht-41-buitenom-11a
2512BR,42,,,"Paviljoensgracht 42, 2512BR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Paviljoensgracht 28/40/42,http://www.monumentenzorgdenhaag.nl/monumenten/paviljoensgracht-38-tm-42
2511AW,7,,,"Schoolstraat 7, 2511AW 's-Gravenhage",'s-Gravenhage,"Plaatsing in het gemeentelijke monumentenregister van
Schoolstraat 7",
2513CK,36,,,"Toussaintkade 36, 2513CK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Toussaintkade 36,http://www.monumentenzorgdenhaag.nl/monumenten/toussaintkade-36
2512BD,23,,,"Dunne Bierkade 23, 2512BD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Dunne Bierkade 23,http://www.monumentenzorgdenhaag.nl/monumenten/dunne-bierkade-23
2511AZ,9,,,"Vlamingstraat 9, 2511AZ 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 9,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-9
2512EA,12,A,,"Herderinnestraat 12A, 2512EA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Herderinnestraat 12/12a,http://www.monumentenzorgdenhaag.nl/monumenten/herderinnestraat-12-en-12a
2512VR,1,A,,"Korte Lombardstraat 1A, 2512VR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Korte Lombardstraat 1+1A,http://www.monumentenzorgdenhaag.nl/monumenten/korte-lombardstraat-1-en-1a
2586RN,169,,,"Korendijkstraat 169, 2586RN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Korendijkstraat 147 t/m 169,http://www.monumentenzorgdenhaag.nl/monumenten/korendijkstraat-147-tm-169
2514CM,178,,,"Denneweg 178, 2514CM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Denneweg 144 t/m 178,http://www.monumentenzorgdenhaag.nl/monumenten/denneweg-144-tm-176
2513AW,18,,,"Papestraat 18, 2513AW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Papestraat 18,http://www.monumentenzorgdenhaag.nl/monumenten/papestraat-18
2585SR,96,,,"Malakkastraat 96, 2585SR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Malakkastraat 96,http://www.monumentenzorgdenhaag.nl/monumenten/malakkastraat-94-tm-100
2511EB,15,A,,"Korte Poten 15A, 2511EB 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Korte Poten 15/15A,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-15-15a
