postcode,huisnummer,huisletter,toevoeging,adres,gemeente,omschrijving,bron_url
2264BA,1,,,"Koningin Julianaweg 1, 2264BA Leidschendam",Leidschendam-Voorburg,grenspaal,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Leidschendam
2264BA,1,,,"Koningin Julianaweg 1, 2264BA Leidschendam",Leidschendam-Voorburg,grenspaal,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Leidschendam
2264BM,36,,,"Koningin Wilhelminalaan 36, 2264BM Leidschendam",Leidschendam-Voorburg,"woning, woningbouwcomplex Wilhelminalaan, Prinses Beatrixlaan en Raadhuislaan",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Leidschendam
2266HZ,4,,,"Ondermeerweg 4, 2266HZ Leidschendam",Leidschendam-Voorburg,"woning, gemaal (Ondermeerweg 4 en 6)",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Leidschendam
2266HZ,10,A,,"Ondermeerweg 10A, 2266HZ Leidschendam",Leidschendam-Voorburg,grenspaal,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Leidschendam
2266GM,21,B,,"Oostvlietweg 21B, 2266GM Leidschendam",Leidschendam-Voorburg,kilometerpaal,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Leidschendam
2266GM,28,,,"Oostvlietweg 28, 2266GM Leidschendam",Leidschendam-Voorburg,kilometerpaal,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Leidschendam
2266GN,35,,,"Oostvlietweg 35, 2266GN Leidschendam",Leidschendam-Voorburg,kilometerpaal,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Leidschendam
2266BL,6,,,"Oostvlietweg 6, 2266BL Leidschendam",Leidschendam-Voorburg,kilometerpaa l,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Leidschendam
2264SE,29,,,"Veurse Achterweg 29, 2264SE Leidschendam",Leidschendam-Voorburg,hek,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Leidschendam
2264EC,97,,,"Veursestraatweg 97, 2264EC Leidschendam",Leidschendam-Voorburg,twee hekpalen,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Leidschendam
2271CN,10,,,"Franse Kerkstraat 10, 2271CN Voorburg",Leidschendam-Voorburg,Woning/winkel,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CG,6,,,"Herenstraat 6, 2271CG Voorburg",Leidschendam-Voorburg,"Onderwijzerswoning, bibliotheek, bank, bioscoop Forum",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CA,9,,,"Herenstraat 9, 2271CA Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CA,11,,,"Herenstraat 11, 2271CA Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CA,15,,,"Herenstraat 15, 2271CA Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CA,17,,,"Herenstraat 17, 2271CA Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CG,18,,,"Herenstraat 18, 2271CG Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CG,20,,,"Herenstraat 20, 2271CG Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CH,24,,,"Herenstraat 24, 2271CH Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CH,26,,,"Herenstraat 26, 2271CH Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CA,31,,,"Herenstraat 31, 2271CA Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CA,33,,,"Herenstraat 33, 2271CA Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CH,34,,,"Herenstraat 34, 2271CH Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CH,36,,,"Herenstraat 36, 2271CH Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CA,37,,,"Herenstraat 37, 2271CA Voorburg",Leidschendam-Voorburg,Voormalige smidse van hoefsmid,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CA,37,A,,"Herenstraat 37A, 2271CA Voorburg",Leidschendam-Voorburg,Schuur,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CA,41,,,"Herenstraat 41, 2271CA Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CA,45,,,"Herenstraat 45, 2271CA Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CH,48,,,"Herenstraat 48, 2271CH Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CJ,50,,,"Herenstraat 50, 2271CJ Voorburg",Leidschendam-Voorburg,O.a. postkantoor in 1903,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CB,53,,,"Herenstraat 53, 2271CB Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CJ,56,,,"Herenstraat 56, 2271CJ Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CB,57,,,"Herenstraat 57, 2271CB Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CB,59,A,,"Herenstraat 59A, 2271CB Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CJ,60,,,"Herenstraat 60, 2271CJ Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CJ,62,,,"Herenstraat 62, 2271CJ Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CJ,66,,,"Herenstraat 66, 2271CJ Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CJ,68,A,,"Herenstraat 68A, 2271CJ Voorburg",Leidschendam-Voorburg,Stoffenwinkel,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CJ,70,,,"Herenstraat 70, 2271CJ Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CK,78,,,"Herenstraat 78, 2271CK Voorburg",Leidschendam-Voorburg,"Werkplaats, winkel",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CC,79,,,"Herenstraat 79, 2271CC Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CC,81,,,"Herenstraat 81, 2271CC Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CC,83,,,"Herenstraat 83, 2271CC Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CC,85,,,"Herenstraat 85, 2271CC Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CC,87,,,"Herenstraat 87, 2271CC Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CC,87,A,,"Herenstraat 87A, 2271CC Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CK,92,,,"Herenstraat 92, 2271CK Voorburg",Leidschendam-Voorburg,,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CC,93,,,"Herenstraat 93, 2271CC Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CK,94,,,"Herenstraat 94, 2271CK Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CC,95,,,"Herenstraat 95, 2271CC Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CK,96,,,"Herenstraat 96, 2271CK Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CK,98,,,"Herenstraat 98, 2271CK Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CK,100,,,"Herenstraat 100, 2271CK Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CK,102,,,"Herenstraat 102, 2271CK Voorburg",Leidschendam-Voorburg,Woonhuis [[Herenstraat 102 (Voorburg),https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CK,104,,,"Herenstraat 104, 2271CK Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,106,,,"Herenstraat 106, 2271CL Voorburg",Leidschendam-Voorburg,Woonhuis en bakkerij,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,106,,,"Herenstraat 106, 2271CL Voorburg",Leidschendam-Voorburg,Garage,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,106,,,"Herenstraat 106, 2271CL Voorburg",Leidschendam-Voorburg,Kantoor,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CD,107,,,"Herenstraat 107, 2271CD Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CD,111,,,"Herenstraat 111, 2271CD Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,114,,,"Herenstraat 114, 2271CL Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,116,,,"Herenstraat 116, 2271CL Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,118,,,"Herenstraat 118, 2271CL Voorburg",Leidschendam-Voorburg,Pakhuis en woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CD,121,,,"Herenstraat 121, 2271CD Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,122,,,"Herenstraat 122, 2271CL Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CD,123,,,"Herenstraat 123, 2271CD Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,124,,,"Herenstraat 124, 2271CL Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CD,125,,,"Herenstraat 125, 2271CD Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,126,,,"Herenstraat 126, 2271CL Voorburg",Leidschendam-Voorburg,Twee winkelhuizen,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CD,129,,,"Herenstraat 129, 2271CD Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,132,,,"Herenstraat 132, 2271CL Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,136,,,"Herenstraat 136, 2271CL Voorburg",Leidschendam-Voorburg,Winkel/woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CD,137,,,"Herenstraat 137, 2271CD Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,138,,,"Herenstraat 138, 2271CL Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CD,139,,,"Herenstraat 139, 2271CD Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,140,,,"Herenstraat 140, 2271CL Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,142,,,"Herenstraat 142, 2271CL Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,144,,,"Herenstraat 144, 2271CL Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CL,146,,,"Herenstraat 146, 2271CL Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CE,151,,,"Herenstraat 151, 2271CE Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CE,155,,,"Herenstraat 155, 2271CE Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CE,157,,,"Herenstraat 157, 2271CE Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CE,159,,,"Herenstraat 159, 2271CE Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CE,163,,,"Herenstraat 163, 2271CE Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CM,1,A,,"Franse Kerkstraat 1A, 2271CM Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CS,2,,,"Kerkstraat 2, 2271CS Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CS,6,,,"Kerkstraat 6, 2271CS Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CS,8,,,"Kerkstraat 8, 2271CS Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CP,9,,,"Kerkstraat 9, 2271CP Voorburg",Leidschendam-Voorburg,Dorpsboerderij,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CP,11,,,"Kerkstraat 11, 2271CP Voorburg",Leidschendam-Voorburg,Dorpsboerderij,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CS,32,,,"Kerkstraat 32, 2271CS Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CP,37,,,"Kerkstraat 37, 2271CP Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CR,49,,,"Kerkstraat 49, 2271CR Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CR,51,,,"Kerkstraat 51, 2271CR Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CR,53,,,"Kerkstraat 53, 2271CR Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CR,55,,,"Kerkstraat 55, 2271CR Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CT,60,,,"Kerkstraat 60, 2271CT Voorburg",Leidschendam-Voorburg,[[Hoekvliet,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271EH,54,,,"Oosteinde 54, 2271EH Voorburg",Leidschendam-Voorburg,Pastorie,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271ED,113,,,"Oosteinde 113, 2271ED Voorburg",Leidschendam-Voorburg,"Woning, Klein Gansenhoef",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271EJ,140,,,"Oosteinde 140, 2271EJ Voorburg",Leidschendam-Voorburg,Haltewachter woning NS,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271EJ,142,,,"Oosteinde 142, 2271EJ Voorburg",Leidschendam-Voorburg,Haltewachter woning NS,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271EG,239,,,"Oosteinde 239, 2271EG Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2272AE,285,,,"Oosteinde 285, 2272AE Voorburg",Leidschendam-Voorburg,,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271EL,20,,,"Prins Albertlaan 20, 2271EL Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271EL,22,,,"Prins Albertlaan 22, 2271EL Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271BZ,3,,,"Schoolstraat 3, 2271BZ Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271BZ,3,A,,"Schoolstraat 3A, 2271BZ Voorburg",Leidschendam-Voorburg,Soephuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271BZ,5,,,"Schoolstraat 5, 2271BZ Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271BZ,19,,,"Schoolstraat 19, 2271BZ Voorburg",Leidschendam-Voorburg,Trefpunt marktschippers en stal,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CX,1,,,"Sionsstraat 1, 2271CX Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CX,2,,,"Sionsstraat 2, 2271CX Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CX,3,,,"Sionsstraat 3, 2271CX Voorburg",Leidschendam-Voorburg,Woning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CX,3,,,"Sionsstraat 3, 2271CX Voorburg",Leidschendam-Voorburg,Diensthuisjevoormalig huis Sionslust,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CX,4,,,"Sionsstraat 4, 2271CX Voorburg",Leidschendam-Voorburg,School,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CX,9,,,"Sionsstraat 9, 2271CX Voorburg",Leidschendam-Voorburg,Kantoor,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271DH,6,,,"Vlietstraat 6, 2271DH Voorburg",Leidschendam-Voorburg,Werkplaats,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2275AD,6,A,,"Westeinde 6A, 2275AD Voorburg",Leidschendam-Voorburg,"Kantoor, atelier, werkplaats",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2275AD,8,A,,"Westeinde 8A, 2275AD Voorburg",Leidschendam-Voorburg,"Woning, kantoor",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2275AB,43,,,"Westeinde 43, 2275AB Voorburg",Leidschendam-Voorburg,Villa,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2275AH,122,,,"Westeinde 122, 2275AH Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2275AH,124,,,"Westeinde 124, 2275AH Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2275AH,126,,,"Westeinde 126, 2275AH Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2275AH,128,,,"Westeinde 128, 2275AH Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2275AH,130,,,"Westeinde 130, 2275AH Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2275AH,134,,,"Westeinde 134, 2275AH Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2275AH,136,,,"Westeinde 136, 2275AH Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2275AH,138,,,"Westeinde 138, 2275AH Voorburg",Leidschendam-Voorburg,Woonhuis,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2275AH,140,,,"Westeinde 140, 2275AH Voorburg",Leidschendam-Voorburg,Voormalig woonhuis [[Aart van der Leeuw]],https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271BM,32,,,"Weverslaan 32, 2271BM Voorburg",Leidschendam-Voorburg,voormalig woonhuis/atelier [[Vilmos Huszár]],https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CZ,2,,,"Wielemakersslop 2, 2271CZ Voorburg",Leidschendam-Voorburg,Arbeiderswoning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CZ,3,,,"Wielemakersslop 3, 2271CZ Voorburg",Leidschendam-Voorburg,Arbeiderswoning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CZ,4,,,"Wielemakersslop 4, 2271CZ Voorburg",Leidschendam-Voorburg,Arbeiderswoning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CZ,6,,,"Wielemakersslop 6, 2271CZ Voorburg",Leidschendam-Voorburg,Arbeiderswoning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CZ,8,,,"Wielemakersslop 8, 2271CZ Voorburg",Leidschendam-Voorburg,Arbeiderswoning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CZ,10,,,"Wielemakersslop 10, 2271CZ Voorburg",Leidschendam-Voorburg,Arbeiderswoning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271CZ,1,C,,"Wielemakersslop 1C, 2271CZ Voorburg",Leidschendam-Voorburg,Arbeiderswoning,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2271BT,19,,,"Zwartepad 19, 2271BT Voorburg",Leidschendam-Voorburg,Schuur,https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Voorburg
2265AL,25,,,"Damlaan 25, 2265AL Leidschendam",Leidschendam-Voorburg,"Woning, woningbouwcomplex ''Damlaan''",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Veur
2265AL,27,,,"Damlaan 27, 2265AL Leidschendam",Leidschendam-Voorburg,"Woning, woningbouwcomplex ''Damlaan''",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Veur
2265AL,29,,,"Damlaan 29, 2265AL Leidschendam",Leidschendam-Voorburg,"Woning, woningbouwcomplex ''Damlaan''",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Veur
2265AL,31,,,"Damlaan 31, 2265AL Leidschendam",Leidschendam-Voorburg,"Woning, woningbouwcomplex ''Damlaan''",https://nl.wikipedia.org/wiki/Lijst_van_gemeentelijke_monumenten_in_Veur
